chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr9	452902	651889	-0.034681	-0.002516	-0.002388	-0.011246
chr9	596643	697150	-0.071221	-0.009939	-0.009298	-0.029237
chr9	652369	734721	0.026368	0.003705	0.003486	0.013376
chr9	701146	815226	0.078388	0.008708	0.008275	0.024432
chr9	734730	828676	0.092657	0.010697	0.009791	0.011142
chr9	817305	834494	0.074916	0.020734	0.017666	0.012405
chr9	828931	851851	0.073303	0.020461	0.019171	0.021026
chr9	834527	878048	0.072045	0.015552	0.014705	0.020754
chr9	851869	893151	0.016343	0.004031	0.003787	0.004009
chr9	878067	912548	-0.017358	-0.002576	-0.002421	-0.002920
chr9	893174	933951	-0.067325	-0.007636	-0.006977	-0.006606
chr9	912581	950618	0.066000	0.009080	0.008318	0.007750
chr9	934174	959000	0.086785	0.017977	0.017057	0.015270
chr9	950644	980061	0.010564	0.003461	0.003281	0.002091
chr9	961341	994432	0.023984	0.005392	0.005064	0.003543
chr9	982998	1007963	0.037894	0.008737	0.007691	0.004975
chr9	994508	1032526	-0.018140	-0.001457	-0.001362	-0.002970
chr9	1008389	1044128	-0.030815	-0.001921	-0.001814	-0.003879
chr9	1032580	1065155	0.032692	0.004339	0.004060	0.008933
chr9	1044568	1078290	-0.010479	-0.002082	-0.001947	0.001282
chr9	1065207	1095197	0.000844	0.000361	0.000320	0.000146
chr9	1078729	1109586	-0.003414	-0.001232	-0.001094	-0.001053
chr9	1095480	1123011	-0.044511	-0.013665	-0.012143	-0.009797
chr9	1109902	1136875	-0.008974	-0.002220	-0.002058	-0.001245
chr9	1123168	1151241	0.140364	0.020555	0.019400	0.013120
chr9	1137580	1169982	0.076210	0.015796	0.014309	0.011009
chr9	1151675	1183903	-0.008673	-0.002084	-0.001847	-0.001660
chr9	1170179	1190851	0.009737	0.001682	0.001497	0.000847
chr9	1183926	1205204	-0.141149	-0.019438	-0.018182	-0.013850
chr9	1191003	1228952	-0.161618	-0.035660	-0.033518	-0.086195
chr9	1205211	1303249	-0.097053	-0.016927	-0.015855	-0.071495
chr9	1239373	1323086	0.041358	0.006069	0.005585	0.014818
chr9	1304252	1358787	0.068112	0.014730	0.012889	0.014797
chr9	1329816	1378460	0.029245	0.006113	0.005281	0.005542
chr9	1359178	1447426	0.074286	0.016324	0.014850	0.026867
chr9	1379318	1488905	0.039487	0.008141	0.007324	0.032313
chr9	1447538	1532798	-0.040166	-0.006297	-0.005724	-0.033697
chr9	1492249	1562966	0.031170	0.004851	0.004501	0.019834
chr9	1532844	1574377	0.034750	0.010199	0.009182	0.015187
chr9	1563271	1585709	-0.067927	-0.101093	-0.068615	-0.024672
chr9	1574383	1588106	-0.080343	-0.145713	-0.085099	-0.030272
chr9	1585714	1601436	-0.052392	-0.063300	-0.044744	-0.015524
chr9	1588130	1608577	-0.054331	-0.045455	-0.036175	-0.012670
chr9	1601670	1613888	-0.113775	-0.090369	-0.072705	-0.027984
chr9	1609160	1617704	-0.094327	-0.094918	-0.068880	-0.021733
chr9	1614131	1626715	-0.041343	-0.035251	-0.025255	-0.006214
chr9	1617903	1629387	0.008502	0.005692	0.004218	0.000850
chr9	1626731	1640723	-0.043573	-0.015735	-0.013396	-0.004394
chr9	1630636	1674078	-0.001745	-0.000280	-0.000263	-0.000224
chr9	1640999	1736545	-0.024533	-0.002724	-0.002573	-0.002753
chr9	1678969	1759337	-0.048409	-0.009128	-0.008283	-0.006263
chr9	1736596	1777550	-0.009900	-0.003514	-0.003097	-0.001151
chr9	1759433	1791037	0.145920	0.059644	0.055175	0.040536
chr9	1779544	1812325	0.233857	0.103588	0.096845	0.045622
chr9	1791430	1824033	0.021937	0.013784	0.011505	0.003548
chr9	1813179	1828867	-0.020351	-0.014678	-0.011436	-0.006584
chr9	1824049	1856284	-0.012152	-0.004433	-0.003828	-0.002404
chr9	1829371	1910221	0.007168	0.001582	0.001400	0.003020
chr9	1856717	1923122	0.131467	0.015970	0.014691	0.012842
chr9	1911462	1931040	-0.009637	-0.001615	-0.001463	-0.001194
chr9	1923370	1958956	-0.147593	-0.028348	-0.025845	-0.024061
chr9	1931246	1986060	-0.090062	-0.017204	-0.015757	-0.016957
chr9	1960832	1999167	-0.113700	-0.019577	-0.017882	-0.017100
chr9	1986082	2006613	-0.097180	-0.024721	-0.022018	-0.017186
chr9	1999180	2016602	-0.006275	-0.003939	-0.003340	0.000070
chr9	2007019	2020057	0.010161	0.006274	0.005074	0.002542
chr9	2016799	2022152	0.152881	0.066969	0.050759	0.025624
chr9	2020058	2025664	0.059458	0.024687	0.019147	0.018937
chr9	2022413	2037674	-0.111164	-0.062676	-0.048721	-0.035382
chr9	2025706	2060846	-0.053711	-0.041108	-0.033804	-0.016166
chr9	2037740	2067281	-0.021364	-0.022021	-0.017158	-0.002565
chr9	2060881	2072863	-0.006099	-0.006943	-0.005734	-0.001432
chr9	2067314	2082674	0.006947	0.001954	0.001872	0.001264
chr9	2072909	2114199	-0.076253	-0.011518	-0.010532	-0.007457
chr9	2083184	2126433	0.011999	0.002713	0.002380	0.001207
chr9	2114843	2136834	0.117246	0.030480	0.028646	0.019197
chr9	2126514	2156464	0.112067	0.025337	0.023598	0.021496
chr9	2138241	2160397	-0.061840	-0.027916	-0.022208	-0.017831
chr9	2156804	2165263	-0.172370	-0.216508	-0.126950	-0.057762
chr9	2160764	2173351	-0.102176	-0.069153	-0.053409	-0.019608
chr9	2165305	2193776	0.008860	0.002108	0.001895	0.001145
chr9	2173353	2237123	0.030407	0.004178	0.003940	0.005990
chr9	2195785	2260707	0.104036	0.015362	0.014616	0.025130
chr9	2237788	2284004	0.056975	0.020807	0.018980	0.018668
chr9	2260786	2297235	0.020691	0.006706	0.005959	0.004968
chr9	2284811	2315585	0.050572	0.008951	0.007926	0.004859
chr9	2297877	2326678	-0.019003	-0.002755	-0.002502	-0.001559
chr9	2315593	2349186	0.038532	0.004188	0.003859	0.002874
chr9	2326857	2357525	0.081846	0.019184	0.017246	0.016027
chr9	2349942	2369021	0.078859	0.033867	0.029636	0.029360
chr9	2358551	2384868	0.027645	0.008990	0.007994	0.010235
chr9	2369876	2388744	-0.043221	-0.015718	-0.013751	-0.008254
chr9	2385429	2393623	0.011035	0.004870	0.004121	0.001737
chr9	2388846	2398257	0.159211	0.049180	0.042699	0.022994
chr9	2393629	2405944	0.115060	0.025060	0.022936	0.016255
chr9	2398260	2409896	-0.021456	-0.003314	-0.003154	-0.002804
chr9	2406244	2418614	0.005030	0.000878	0.000823	0.000504
chr9	2409926	2436835	0.100046	0.023039	0.020529	0.013839
chr9	2418687	2455132	-0.020179	-0.005775	-0.005160	-0.006264
chr9	2437646	2474299	-0.136103	-0.046121	-0.039357	-0.033089
chr9	2455154	2490844	-0.058388	-0.012237	-0.010901	-0.007564
chr9	2474517	2505595	-0.047028	-0.010896	-0.009564	-0.010519
chr9	2491173	2525647	0.011704	0.002515	0.002225	0.003857
chr9	2513853	2535044	0.120642	0.025644	0.024102	0.034883
chr9	2526434	2554965	0.024360	0.004268	0.003910	0.014015
chr9	2535078	2586545	-0.038459	-0.004340	-0.003938	-0.022869
chr9	2555064	2601078	-0.063416	-0.008622	-0.007719	-0.041366
chr9	2587157	2616453	-0.103842	-0.014343	-0.013032	-0.018291
chr9	2601510	2644102	-0.065939	-0.002966	-0.002896	-0.002938
chr9	2616679	2660547	0.102715	0.006863	0.006683	0.008125
chr9	2644216	2674395	-0.005680	-0.000899	-0.000822	-0.000486
chr9	2662618	2754019	-0.108626	-0.020354	-0.017745	-0.012503
chr9	2674970	2768919	-0.028914	-0.007747	-0.006761	-0.004637
chr9	2754205	2801154	-0.007838	-0.002843	-0.002572	-0.001440
chr9	2769749	2815104	0.009039	0.002593	0.002342	0.001668
chr9	2802825	2835278	0.037428	0.011218	0.010195	0.008135
chr9	2815426	2842527	0.034692	0.013015	0.011668	0.004587
chr9	2835588	2862745	0.024999	0.005108	0.004578	0.001749
chr9	2842741	2874688	0.069985	0.011473	0.010512	0.006206
chr9	2862758	2889411	0.015503	0.005375	0.004725	0.002419
chr9	2875630	2928710	-0.018287	-0.006815	-0.005978	-0.003854
chr9	2889524	2936562	0.051670	0.017170	0.015427	0.010682
chr9	2928711	2949798	0.045647	0.016782	0.014609	0.006757
chr9	2937935	2953104	-0.046235	-0.032606	-0.024127	-0.007352
chr9	2949926	2967799	-0.054193	-0.029451	-0.022477	-0.008046
chr9	2953582	2994416	0.087132	0.012487	0.011272	0.005923
chr9	2968505	3010805	0.192588	0.029287	0.027271	0.013778
chr9	2996746	3022809	0.195467	0.035459	0.032017	0.012641
chr9	3011723	3029027	0.050110	0.015871	0.013084	0.005554
chr9	3022895	3046806	-0.031792	-0.018970	-0.014341	-0.005975
chr9	3030092	3053075	0.092307	0.043658	0.038343	0.016997
chr9	3046878	3058882	0.041248	0.019379	0.017529	0.009688
chr9	3053218	3069770	-0.021126	-0.006082	-0.005568	-0.004355
chr9	3060488	3075235	0.042242	0.012100	0.010756	0.005400
chr9	3069776	3078785	-0.009780	-0.007475	-0.006083	-0.002652
chr9	3075255	3084865	-0.035543	-0.037592	-0.031433	-0.012614
chr9	3079090	3092990	0.007950	0.008478	0.006384	0.001542
chr9	3085105	3101379	-0.018072	-0.014392	-0.010525	-0.006479
chr9	3094630	3115155	-0.076473	-0.026968	-0.023212	-0.012853
chr9	3101439	3132983	-0.076287	-0.037490	-0.032395	-0.013087
chr9	3116953	3143013	-0.085960	-0.075861	-0.057533	-0.019650
chr9	3133417	3171838	-0.079310	-0.033736	-0.026813	-0.014456
chr9	3143069	3186825	-0.053755	-0.014737	-0.012580	-0.007796
chr9	3171906	3192170	0.099229	0.037055	0.034610	0.022363
chr9	3186876	3202010	0.050041	0.027389	0.024773	0.015014
chr9	3192324	3209467	-0.120029	-0.062351	-0.052123	-0.028722
chr9	3202061	3233904	-0.130819	-0.031787	-0.029359	-0.029101
chr9	3209529	3252432	-0.045211	-0.007238	-0.006789	-0.006712
chr9	3233971	3260694	-0.092861	-0.024960	-0.021943	-0.019443
chr9	3252809	3282097	-0.091381	-0.024159	-0.021144	-0.015487
chr9	3260797	3298429	-0.106998	-0.008148	-0.007644	-0.005798
chr9	3283093	3310329	-0.053614	-0.008641	-0.008163	-0.007581
chr9	3298430	3318904	0.006417	0.003212	0.002856	0.001858
chr9	3311547	3337369	-0.062553	-0.031626	-0.026207	-0.014701
chr9	3319365	3354229	-0.138743	-0.035643	-0.031027	-0.018868
chr9	3337859	3371672	-0.091654	-0.026960	-0.023077	-0.011356
chr9	3354985	3421304	-0.061651	-0.024517	-0.020904	-0.013646
chr9	3371787	3439910	0.000169	0.000060	0.000052	0.000038
chr9	3422248	3455794	0.004105	0.001501	0.001311	0.000746
chr9	3440646	3477956	-0.076881	-0.029595	-0.023644	-0.007550
chr9	3456581	3485138	-0.048150	-0.030927	-0.019905	-0.003523
chr9	3478911	3494251	-0.064578	-0.046830	-0.031263	-0.008714
chr9	3485513	3510791	0.022701	0.007583	0.006341	0.004350
chr9	3494307	3529586	0.091939	0.029218	0.025456	0.022072
chr9	3510877	3540372	0.071298	0.024237	0.021664	0.011716
chr9	3530690	3575183	0.110318	0.044991	0.041616	0.022275
chr9	3541105	3581495	0.064421	0.030046	0.027865	0.018858
chr9	3575510	3604368	-0.000973	-0.000408	-0.000368	-0.000193
chr9	3581656	3626104	-0.011797	-0.004189	-0.003615	-0.002198
chr9	3607161	3656669	0.003709	0.001217	0.001075	-0.000432
chr9	3627402	3663871	-0.063554	-0.025591	-0.022660	-0.017001
chr9	3656820	3666495	-0.025229	-0.018492	-0.014518	-0.016154
chr9	3663943	3673919	-0.040671	-0.036640	-0.024420	-0.018228
chr9	3666540	3890443	-0.055718	-0.034721	-0.024081	-0.013260
chr9	3673954	3904500	0.099919	0.032028	0.027770	0.023413
chr9	3891559	3912573	0.009345	0.002851	0.002444	0.001286
chr9	3904548	3917908	-0.061705	-0.031094	-0.025336	-0.012463
chr9	3912627	3925352	0.054044	0.028599	0.024719	0.028436
chr9	3918218	3932709	-0.086232	-0.046950	-0.035347	-0.015762
chr9	3925418	3936836	-0.094716	-0.060850	-0.044636	-0.023271
chr9	3932726	3939797	0.031010	0.032835	0.027465	0.010266
chr9	3936941	3982980	-0.022688	-0.021043	-0.017708	-0.007598
chr9	3939893	4006174	-0.053186	-0.027850	-0.024371	-0.015603
chr9	3986037	4025653	-0.147341	-0.089676	-0.070367	-0.045337
chr9	4007514	4037032	-0.110305	-0.050056	-0.041341	-0.022186
chr9	4028722	4045582	0.085729	0.022133	0.021156	0.009745
chr9	4037073	4049120	-0.053362	-0.015285	-0.013755	-0.004825
chr9	4045609	4053258	-0.049918	-0.017874	-0.015915	-0.011290
chr9	4049151	4058339	0.094316	0.038879	0.033389	0.031124
chr9	4053510	4067120	-0.036950	-0.025790	-0.020290	-0.010225
chr9	4058375	4073092	-0.024717	-0.021945	-0.017048	-0.012229
chr9	4067251	4088448	-0.072757	-0.050587	-0.039345	-0.024797
chr9	4073288	4105023	-0.111210	-0.056203	-0.046086	-0.026178
chr9	4089213	4119828	0.002100	0.000587	0.000505	0.000272
chr9	4105268	4141830	0.070072	0.006420	0.005987	0.005304
chr9	4120351	4158347	0.059514	0.004831	0.004591	0.004293
chr9	4143715	4172467	-0.067463	-0.007010	-0.006563	-0.005467
chr9	4158488	4180383	-0.046396	-0.007817	-0.006797	-0.004186
chr9	4172667	4193010	0.003185	0.001631	0.001220	0.000538
chr9	4180395	4210356	0.017382	0.007036	0.006002	0.005521
chr9	4193021	4224025	0.006430	0.002261	0.001995	0.002535
chr9	4211081	4238108	0.011914	0.004629	0.004199	0.005585
chr9	4224266	4254819	0.026687	0.007505	0.007094	0.005874
chr9	4238367	4275044	0.046842	0.008246	0.007676	0.004602
chr9	4254991	4312410	0.022274	0.004470	0.004256	0.004150
chr9	4275654	4398037	0.077117	0.008874	0.008552	0.025559
chr9	4313730	4449551	-0.015245	-0.001933	-0.001811	-0.002266
chr9	4407941	4486754	-0.054316	-0.010279	-0.009211	-0.014173
chr9	4450465	4512513	0.027106	0.005239	0.004551	0.006803
chr9	4491475	4528804	0.032922	0.009554	0.008317	0.015080
chr9	4515373	4535975	-0.012644	-0.005234	-0.004734	-0.007322
chr9	4529622	4565772	-0.033167	-0.006896	-0.006500	-0.021799
chr9	4537039	4588190	0.122740	0.016058	0.015163	0.051845
chr9	4565961	4610105	0.048334	0.009376	0.008720	0.012825
chr9	4588384	4622999	-0.131857	-0.029282	-0.027098	-0.036588
chr9	4610169	4641293	-0.002264	-0.001296	-0.001163	0.001593
chr9	4623016	4676375	0.108845	0.082124	0.075479	0.069961
chr9	4641494	4687918	0.144150	0.107504	0.093904	0.096555
chr9	4676460	4743595	0.110409	0.014550	0.013731	0.039172
chr9	4688322	4774930	0.010816	0.000456	0.000435	0.004662
chr9	4747586	4797024	0.156842	0.011308	0.010769	0.015788
chr9	4775265	4845326	0.126014	0.007786	0.007256	0.006853
chr9	4797090	4950235	-0.225192	-0.020377	-0.018403	-0.014061
chr9	4845923	4962283	-0.213203	-0.079587	-0.065950	-0.069328
chr9	4951894	5003310	-0.139065	-0.029164	-0.025945	-0.033732
chr9	4963546	5099442	-0.063154	-0.004266	-0.004082	-0.019792
chr9	5005313	5191127	-0.053526	-0.002556	-0.002476	-0.014684
chr9	5102830	5192490	0.051697	0.006084	0.005946	0.012004
chr9	5191135	5196605	0.061476	0.102122	0.088750	0.028879
chr9	5192553	5197832	0.029420	0.026545	0.023395	0.006665
chr9	5196609	5204915	0.036496	0.024320	0.022438	0.021133
chr9	5197837	5214225	0.075108	0.030711	0.028872	0.049656
chr9	5204969	5216757	0.135773	0.057171	0.051315	0.063392
chr9	5214266	5221020	0.158947	0.128252	0.102623	0.076257
chr9	5216802	5281968	0.026944	0.006612	0.005909	0.012173
chr9	5221416	5289573	-0.133522	-0.023810	-0.021356	-0.029426
chr9	5282032	5320797	0.135403	0.071570	0.058121	0.023447
chr9	5289582	5398751	0.213982	0.045159	0.041474	0.099782
chr9	5321999	5572595	0.080749	0.006211	0.005907	0.038531
chr9	5398762	5580371	0.087131	0.010496	0.010033	0.047375
chr9	5572914	5582851	0.101889	0.098490	0.089462	0.070203
chr9	5580825	5587176	-0.060214	-0.065811	-0.055273	-0.041760
chr9	5583490	5592313	-0.232968	-0.227267	-0.178300	-0.179453
chr9	5587276	5616628	-0.192555	-0.162084	-0.129660	-0.072304
chr9	5593184	5658662	0.011185	0.006981	0.005880	0.009132
chr9	5616629	5735509	0.023519	0.011594	0.010066	0.012376
chr9	5665927	5776012	0.044588	0.006036	0.005790	0.008397
chr9	5735515	5823236	-0.000673	-0.000067	-0.000063	-0.000108
chr9	5776509	5848842	-0.082228	-0.032554	-0.027875	-0.024338
chr9	5823507	5970510	-0.087502	-0.031895	-0.028966	-0.023447
chr9	5848865	6021282	-0.132936	-0.009772	-0.009432	-0.016393
chr9	5971541	6187682	-0.046467	-0.002523	-0.002438	-0.005798
chr9	6022342	6215515	0.078595	0.011209	0.010652	0.020944
chr9	6189613	6231488	0.122240	0.042128	0.038929	0.048206
chr9	6217636	6239226	0.057014	0.016405	0.015329	0.015854
chr9	6232704	6273552	0.019950	0.003165	0.003019	0.003090
chr9	6239228	6352556	0.106121	0.008600	0.008277	0.009472
chr9	6273762	6471426	-0.030536	-0.001481	-0.001439	-0.004695
chr9	6355828	6510892	-0.110444	-0.006410	-0.006207	-0.022642
chr9	6493269	6574782	-0.055267	-0.010818	-0.010006	-0.010150
chr9	6519186	6586146	0.018851	0.005913	0.005373	0.003963
chr9	6574967	6594857	0.091166	0.021683	0.019824	0.013044
chr9	6586173	6599402	0.109445	0.044092	0.039517	0.019774
chr9	6594989	6611996	0.132259	0.047541	0.043180	0.064971
chr9	6599759	6642120	0.077108	0.015678	0.014434	0.021232
chr9	6616200	6648864	-0.100338	-0.023180	-0.021472	-0.015179
chr9	6642147	6653060	-0.018129	-0.005568	-0.004986	-0.000536
chr9	6648880	6675143	0.062430	0.008249	0.007695	0.006779
chr9	6654078	6734697	0.150154	0.008163	0.007763	0.028766
chr9	6678962	6761836	0.053644	0.004064	0.003829	0.031181
chr9	6734714	6772850	-0.028643	-0.006888	-0.006311	-0.008576
chr9	6762155	6791041	0.066003	0.025817	0.023121	0.019035
chr9	6773710	6829830	0.048207	0.010298	0.009623	0.015583
chr9	6791061	6852677	0.044049	0.004495	0.004237	0.004168
chr9	6830310	6866203	-0.072988	-0.018880	-0.016453	-0.010366
chr9	6853775	6876946	-0.039611	-0.019472	-0.016330	-0.008972
chr9	6866209	6910159	0.045994	0.013464	0.012111	0.007257
chr9	6877071	6936189	0.084386	0.025036	0.021318	0.015248
chr9	6910332	6954346	0.120139	0.022352	0.020209	0.015785
chr9	6938387	6968486	0.047060	0.004474	0.004227	0.003299
chr9	6954473	6988820	-0.027098	-0.003423	-0.003200	-0.002756
chr9	6968668	7009493	-0.116910	-0.025204	-0.023338	-0.020498
chr9	6988823	7038861	-0.113354	-0.020077	-0.018092	-0.015618
chr9	7009499	7072089	-0.052130	-0.006843	-0.006344	-0.010838
chr9	7039624	7085665	-0.059769	-0.010438	-0.009610	-0.017184
chr9	7072158	7115263	-0.062437	-0.015640	-0.013338	-0.012472
chr9	7085666	7163323	-0.159871	-0.024082	-0.021118	-0.015334
chr9	7115481	7195789	-0.118317	-0.015661	-0.014248	-0.011993
chr9	7165249	7242509	0.038653	0.003158	0.002912	0.004003
chr9	7195890	7266419	0.070504	0.005779	0.005330	0.008703
chr9	7243147	7293762	0.149224	0.015414	0.014696	0.022774
chr9	7266438	7302371	0.170001	0.017307	0.016623	0.022112
chr9	7294474	7321074	0.282641	0.039791	0.033545	0.032003
chr9	7302986	7344571	0.528539	0.081247	0.067415	0.088914
chr9	7321075	7354533	0.337604	0.051714	0.046198	0.046417
chr9	7345136	7372206	0.315148	0.038046	0.033385	0.019048
chr9	7354609	7385985	0.505911	0.065458	0.059298	0.041223
chr9	7372544	7417687	0.449751	0.046637	0.043270	0.031472
chr9	7386113	7451291	0.317034	0.046361	0.042597	0.039247
chr9	7417709	7490172	0.180600	0.027226	0.025168	0.023840
chr9	7451379	7564340	0.165287	0.025362	0.023833	0.036702
chr9	7491254	7598515	0.325930	0.041982	0.039871	0.101519
chr9	7582910	7612864	0.584067	0.039249	0.036687	0.038971
chr9	7598619	7640372	0.447641	0.033730	0.031006	0.021548
chr9	7613057	7816268	0.030449	0.006570	0.005853	0.002418
chr9	7640500	7820970	-0.066986	-0.060553	-0.047905	-0.026351
chr9	7816302	7822804	-0.011061	-0.011722	-0.009998	-0.004913
chr9	7820984	7847001	0.217481	0.084684	0.078204	0.061388
chr9	7822818	7861776	0.315462	0.048628	0.045494	0.044492
chr9	7847184	7885877	0.311812	0.044127	0.042102	0.048752
chr9	7861998	7911714	0.479547	0.071184	0.067312	0.087635
chr9	7886012	7926055	0.593913	0.074893	0.066898	0.082468
chr9	7911779	7928608	0.328659	0.077959	0.070139	0.097745
chr9	7926057	7935314	0.311685	0.056305	0.052131	0.109904
chr9	7929874	7956828	0.454462	0.063379	0.057576	0.167483
chr9	7935354	7978190	0.692902	0.077966	0.070680	0.630648
chr9	7963721	7986383	0.974777	0.078118	0.067456	0.248356
chr9	7978593	7993051	0.903816	0.081693	0.063402	0.046017
chr9	7986559	8010275	0.586018	0.071224	0.052171	0.019162
chr9	7993915	8030559	0.447289	0.067900	0.054512	0.033950
chr9	8014757	8054083	0.317670	0.066079	0.054449	0.036550
chr9	8030589	8058167	0.374307	0.076212	0.059092	0.024895
chr9	8054487	8063358	0.801101	0.087046	0.073690	0.039790
chr9	8058241	8092867	0.201474	0.037551	0.032973	0.031564
chr9	8064805	8099902	-0.176336	-0.075684	-0.061755	-0.077385
chr9	8092952	8105251	-0.007108	-0.003354	-0.002587	-0.004808
chr9	8099931	8143770	0.404795	0.136409	0.099204	0.090348
chr9	8105950	8226085	0.218920	0.097756	0.077393	0.098762
chr9	8143823	8230082	0.069513	0.071639	0.062245	0.042565
chr9	8226197	8260978	-0.060423	-0.100569	-0.077652	-0.022736
chr9	8230170	8330372	-0.006763	-0.003014	-0.002538	-0.001257
chr9	8261393	8349255	0.405397	0.066491	0.059278	0.063251
chr9	8335018	8374261	0.274859	0.043102	0.038307	0.047734
chr9	8349496	8399082	0.129644	0.016832	0.014651	0.014799
chr9	8374304	8415927	0.034099	0.006014	0.004985	0.006268
chr9	8399129	8440608	-0.058864	-0.014885	-0.011178	-0.004901
chr9	8416065	8448869	0.019916	0.004477	0.003456	0.001236
chr9	8440653	8470766	0.170156	0.024228	0.020102	0.008286
chr9	8450087	8516118	0.226377	0.029587	0.025241	0.010955
